0|2244603|255|7|8|8
1|2244603|255|7|8|8
2|2244603|255|7|8|8
3|2244603|255|7|8|8
4|2244603|255|7|8|8
5|2244603|255|7|8|8
6|2244603|255|7|8|8
7|2244603|255|7|8|8
8|2244603|255|7|8|8
9|2244603|255|7|8|8
10|2244603|255|7|8|8
11|2244603|255|7|8|8
12|2244603|255|7|8|8
13|2244603|255|7|8|8
14|2244603|255|7|8|8
15|2244603|255|7|8|8
16|2244603|255|7|8|8
17|2244603|255|7|8|8
18|2244603|255|7|8|8
19|2244603|255|7|8|8
20|2244603|255|7|8|8
21|2244603|255|7|8|8
22|2244603|255|7|8|8
23|2244603|255|7|8|8
24|2244603|255|7|8|8
25|2244603|255|7|8|8
26|2244603|255|7|8|8
27|2244603|255|7|8|8
28|2244603|255|7|8|8
29|2244603|255|7|8|8
30|2244603|255|7|8|8
31|2244603|255|7|8|8
32|2244603|255|7|8|8
33|2244603|255|7|8|8
34|2244603|255|7|8|8
35|2244603|255|7|8|8
36|2244603|255|7|8|8
37|2244603|255|7|8|8
38|2244603|255|7|8|8
39|2244603|255|7|8|8
40|2244603|255|7|8|8
41|2244603|255|7|8|8
42|2244603|255|7|8|8
43|2244603|255|7|8|8
44|2244603|255|7|8|8
45|2244603|255|7|8|8
46|2244603|255|7|8|8
47|2244603|255|7|8|8
48|2244603|255|7|8|8
49|2244603|255|7|8|8
50|2244603|255|7|8|8
51|2244603|255|7|8|8
52|2244603|255|7|8|8
53|2244603|255|7|8|8
54|2244603|255|7|8|8
55|2244603|255|7|8|8
56|2244603|255|7|8|8
57|2244603|255|7|8|8
58|2244603|255|7|8|8
59|2244603|255|7|8|8
60|2244603|255|7|8|8
61|2244603|255|7|8|8
62|2244603|255|7|8|8
63|2244603|255|7|8|8
64|1192619|85|6|8|4
65|1192619|85|6|8|4
66|1192619|85|6|8|4
67|1192619|85|6|8|4
68|1192619|85|6|8|4
69|1192619|85|6|8|4
70|1192619|85|6|8|4
71|1192619|85|6|8|4
72|1192619|85|6|8|4
73|1192619|85|6|8|4
74|1192619|85|6|8|4
75|1192619|85|6|8|4
76|1192619|85|6|8|4
77|1192619|85|6|8|4
78|1192619|85|6|8|4
79|1192619|85|6|8|4
80|1192619|85|6|8|4
81|1192619|85|6|8|4
82|1192619|85|6|8|4
83|1192619|85|6|8|4
84|1192619|85|6|8|4
85|1192619|85|6|8|4
86|1192619|85|6|8|4
87|1192619|85|6|8|4
88|1192619|85|6|8|4
89|1192619|85|6|8|4
90|1192619|85|6|8|4
91|1192619|85|6|8|4
92|1192619|85|6|8|4
93|1192619|85|6|8|4
94|1192619|85|6|8|4
95|1192619|85|6|8|4
96|1192619|85|6|8|4
97|1192619|85|6|8|4
98|1192619|85|6|8|4
99|1192619|85|6|8|4
100|1192619|85|6|8|4
101|1192619|85|6|8|4
102|1192619|85|6|8|4
103|1192619|85|6|8|4
104|1192619|85|6|8|4
105|1192619|85|6|8|4
106|1192619|85|6|8|4
107|1192619|85|6|8|4
108|1192619|85|6|8|4
109|1192619|85|6|8|4
110|1192619|85|6|8|4
111|1192619|85|6|8|4
112|1192619|85|6|8|4
113|1192619|85|6|8|4
114|1192619|85|6|8|4
115|1192619|85|6|8|4
116|1192619|85|6|8|4
117|1192619|85|6|8|4
118|1192619|85|6|8|4
119|1192619|85|6|8|4
120|1192619|85|6|8|4
121|1192619|85|6|8|4
122|1192619|85|6|8|4
123|1192619|85|6|8|4
124|1192619|85|6|8|4
125|1192619|85|6|8|4
126|1192619|85|6|8|4
127|1192619|85|6|8|4
128|1190299|51|5|8|4
129|1190299|51|5|8|4
130|1190299|51|5|8|4
131|1190299|51|5|8|4
132|1190299|51|5|8|4
133|1190299|51|5|8|4
134|1190299|51|5|8|4
135|1190299|51|5|8|4
136|1190299|51|5|8|4
137|1190299|51|5|8|4
138|1190299|51|5|8|4
139|1190299|51|5|8|4
140|1190299|51|5|8|4
141|1190299|51|5|8|4
142|1190299|51|5|8|4
143|1190299|51|5|8|4
144|1190299|51|5|8|4
145|1190299|51|5|8|4
146|1190299|51|5|8|4
147|1190299|51|5|8|4
148|1190299|51|5|8|4
149|1190299|51|5|8|4
150|1190299|51|5|8|4
151|1190299|51|5|8|4
152|1190299|51|5|8|4
153|1190299|51|5|8|4
154|1190299|51|5|8|4
155|1190299|51|5|8|4
156|1190299|51|5|8|4
157|1190299|51|5|8|4
158|1190299|51|5|8|4
159|1190299|51|5|8|4
160|1190299|51|5|8|4
161|1190299|51|5|8|4
162|1190299|51|5|8|4
163|1190299|51|5|8|4
164|1190299|51|5|8|4
165|1190299|51|5|8|4
166|1190299|51|5|8|4
167|1190299|51|5|8|4
168|1190299|51|5|8|4
169|1190299|51|5|8|4
170|1190299|51|5|8|4
171|1190299|51|5|8|4
172|1190299|51|5|8|4
173|1190299|51|5|8|4
174|1190299|51|5|8|4
175|1190299|51|5|8|4
176|1190299|51|5|8|4
177|1190299|51|5|8|4
178|1190299|51|5|8|4
179|1190299|51|5|8|4
180|1190299|51|5|8|4
181|1190299|51|5|8|4
182|1190299|51|5|8|4
183|1190299|51|5|8|4
184|1190299|51|5|8|4
185|1190299|51|5|8|4
